Gene_id,CTRL1,CTRL2,CTRL3,EVE1,EVE2,EVE3,description
TC008670,1581,1543,1784,1156,1109,1150,TIMELESS-interacting protein-like Protein 
TC010160,1647,1702,1699,1866,1725,1553,None
TC033857,45,44,46,32,41,53,Facilitated trehalose transporter Tret1-2 homolog-like Protein 
TC010157,548,506,554,654,800,966,"Succinyl-CoA ligase  subunit alpha, mitochondrial-like Protein "
TC033858,23178,25166,24569,22697,21165,20611,None
TC010155,946,1000,1033,1927,1439,1237,Protein Wnt 
TC033859,356,398,362,464,376,371,Ataxin-10-like Protein 
TC008671,7898,7946,8100,9103,8533,8916,Proteasome subunit alpha type 
TC010154,11,13,20,15,14,10,None
TC034812,11,13,13,9,15,15,None
TC008673,7207,7230,7616,7487,7071,7331,Dipeptidyl peptidase 3-like Protein 
TC010153,5847,6046,6165,6074,6436,6609,WD repeat-containing protein 20-like Protein 
TC034813,448,413,385,353,301,213,UDP-glucuronosyltransferase 2B19-like protein 
TC008674,147,35,55,35,105,31,Chemosensory protein 18 
TC008675,5832,6208,5642,6921,6294,6204,UDP-glucuronosyltransferase 
TC010152,6,10,8,13,10,16,UDP-glucuronosyltransferase 
TC008676,7,10,9,12,5,11,Chemosensory protein 17 
TC008677,1,4,5,5,4,3,Chemosensory protein 16 
TC030501,0,3,3,2,7,2,Chemosensory protein 15 
TC008678,5,4,6,12,17,20,Chemosensory protein 14 
TC008679,0,0,2,0,1,0,Chemosensory protein 13 
TC008680,2708,2537,3689,4512,7743,11169,Chemosensory protein 12 
TC008681,0,0,2,1,1,3,Chemosensory protein 1 
TC008682,3,14,14,17,21,9,Chemosensory protein 10 
TC010151,4,0,1,1,1,9,Chemosensory protein 10 
TC010150,4180,4398,4311,4187,4019,4251,None
TC033860,703,672,680,809,597,620,None
TC008683,0,0,0,0,0,0,None
TC031214,1642,1744,1638,1556,1542,1355,Cyclic nucleotide-gated cation channel subunit A-like Protein 
TC008684,21907,21684,22605,21098,22539,22476,Fat body protein 2-like Protein 
TC008685,33,36,40,23,34,51,None
TC033861,470,490,564,437,540,393,None
ENSRNA022737110,0,0,2,0,1,0,tRNA-Ser for anticodon AGA
TC010144,18,15,12,12,6,18,None
TC008686,50,63,30,42,39,81,"Dynein intermediate chain 2, ciliary-like Protein "
TC030761,262,240,270,256,183,210,Fukutin-related protein-like Protein 
TC033862,788,810,805,1030,798,938,None
TC010143,8395,8578,8337,7444,7892,8175,Semaphorin-1a-like protein 
ENSRNA022737101,0,0,0,0,0,0,tRNA-Trp for anticodon CCA
TC010140,2650,2873,2784,2937,2650,2999,Fanconi-associated nuclease 1-like Protein 
TC008690,991,995,1145,1199,1006,1058,"28S ribosomal protein S17, mitochondrial-like Protein "
TC010139,4359,4555,4388,4230,3882,4342,None
TC010138,6073,6278,6190,6944,6565,6395,Ras-related protein Rab-26-like Protein 
TC010137,3487,3619,4154,4623,4210,4406,Signal peptidase complex subunit 1-like Protein 
TC008691,2748,2880,2840,3106,2878,3093,Nicalin 
TC008692,624,633,659,664,586,725,Calcium-binding mitochondrial carrier protein Aralar1-like Protein 
TC008693,8559,9004,8732,8445,7884,8480,None
TC010136,0,0,0,0,1,0,None
TC008695,3805,3893,4091,3446,3366,3148,None
TC010135,7,4,3,2,1,2,None
TC010134,13,14,10,7,4,13,None
TC008694,9,11,7,11,2,11,None
TC008696,2515,2893,2779,3313,2768,3028,Digestive organ expansion factor homolog-like Protein 
TC010133,18,32,25,35,20,31,None
TC008697,1047,1094,1045,1141,1085,1287,Transmembrane protein 192-like Protein 
TC008698,25,69,50,25,56,25,None
TC010132,19114,19230,20062,24419,21786,22914,40S ribosomal protein S29-like Protein 
TC010130,464,389,459,309,348,344,None
TC010127,43,59,55,32,41,88,None
TC010126,644,644,621,592,530,628,RNA 3'-terminal phosphate cyclase-like Protein 
TC008700,1620,1812,1873,1948,1744,1811,None
TC010125,172,177,171,212,194,206,Ovarian-specific serine/threonine-protein kinase Lok-like Protein 
TC010124,11,8,6,11,4,6,Poly  polymerase 
TC008701,3835,4135,3960,4733,4145,4248,None
TC008702,108,71,95,116,95,113,Poly  polymerase 
TC008703,1408,1542,1566,1558,1349,1489,Poly  polymerase 
TC010123,5662,5933,5889,5614,5588,5174,Unc-112-related protein-like Protein 
TC010122,3447,3712,3862,3916,3673,3861,Protein farnesyltransferase subunit beta-like Protein 
TC008704,2487,2871,2630,2925,2843,2736,L-threonine dehydratase catabolic TdcB-like Protein 
TC010121,2695,2679,2870,3156,2770,2702,Pterin-4-alpha-carbinolamine dehydratase-like Protein 
TC010120,1092,1141,1147,1143,1103,961,"Putative methylcrotonoyl-CoA carboxylase beta chain, mitochondrial-like Protein "
TC008705,0,0,0,0,0,0,Coiled-coil domain-containing protein 86-like Protein 
TC030047,4404,4451,4649,5664,5239,5445,"Cytochrome c oxidase subunit 7C, mitochondrial-like Protein "
TC008706,57,56,61,79,74,68,V-type proton ATPase subunit G-like Protein 
TC008707,10694,10817,11106,13804,11960,12391,Electron transfer flavoprotein subunit beta-like Protein 
TC010119,11351,11398,10999,14365,12205,11203,Protein UBASH3A homolog-like Protein 
TC008708,2366,2360,2481,2568,2867,2832,"DNA-directed RNA polymerases I, II, and III subunit RPABC3-like Protein "
TC010118,234,292,264,284,286,220,None
ENSRNA022721643,0,0,0,1,0,0,microRNA mir-317
ENSRNA022721626,1,1,2,2,1,1,microRNA mir-277
ENSRNA022721657,0,0,0,0,0,0,microRNA mir-449
TC008709,1425,1570,1572,1838,1605,1750,Transcription initiation factor IIE subunit beta 
TC033863,1,3,0,0,0,2,Esterase-6-like Protein 
TC010117,119,120,130,65,116,114,Flavin-containing monooxygenase 
TC033864,139,153,139,90,152,184,Acetylcholinesterase-like Protein 
TC010116,346,405,349,353,409,350,None
TC008711,64706,66509,69076,56162,63118,59871,Piwi 
TC033865,2,5,0,4,7,2,Testis-expressed sequence 9 protein-like Protein 
TC033866,331,229,270,388,516,674,None
TC010114,2132,2392,2298,2369,2236,2385,None
TC008712,4990,4007,4684,7492,6509,6911,Atlastin-like Protein 
TC010113,3872,4236,4423,3322,3267,2684,Delta-like protein 
TC033867,318,321,356,189,217,171,Protein serrate-like Protein 
TC010112,2,1,1,3,2,3,None
TC010110,0,4,2,2,0,1,Flavin-containing monooxygenase 
TC008714,49,52,57,48,39,44,Flavin-containing monooxygenase 
TC010109,2750,2965,2830,3679,2577,2316,Flavin-containing monooxygenase 
TC008715,3,0,1,3,6,2,None
TC010108,2218,2145,2120,2615,2600,2429,Phosphatidylinositol glycan anchor biosynthesis class U protein-like Protein 
TC008716,1558,1594,1544,1718,1415,1512,None
TC008717,677,671,707,658,669,653,Ras-like protein 3 
TC010107,1544,1602,1662,1824,1599,1784,Adenosine deaminase-like protein 
TC008718,2050,2327,2105,2488,2248,2733,None
TC033868,15621,17623,17490,16220,19755,20244,Protein dead ringer-like Protein 
TC033869,7,17,14,15,3,5,None
TC033870,1369,1608,1569,1913,1502,1533,Phosphodiesterase 
TC010106,0,1,1,0,0,0,None
TC010105,34,179,27,31,51,43,Protein lethal(2)essential for life-like Protein 
TC033871,3803,4297,4069,4437,3598,4288,None
TC008726,3657,4025,3883,4952,5002,5069,Hepatocyte nuclear factor 4 
TC010104,961,982,992,1157,1093,1248,DNA replication complex GINS protein PSF3-like Protein 
TC008727,8845,9049,9706,10752,9812,10197,Proteasome subunit alpha type 
TC008728,61562,62481,64962,65867,68139,65066,ATP synthase subunit alpha 
TC008729,9284,9408,9695,10382,10033,10201,"3-ketoacyl-CoA thiolase, mitochondrial-like Protein "
TC010103,12678,14119,14478,15201,15317,16895,Vasa 
TC008730,45,27,31,37,43,33,None
TC033872,334,345,367,376,304,381,Acylphosphatase 
TC008731,1633,1728,1835,1905,1807,1641,Poly(U)-specific endoribonuclease homolog-like Protein 
TC034814,0,0,0,0,0,0,None
TC008732,5368,6170,6034,7380,6732,5999,"Putative 2-oxoglutarate dehydrogenase E1 component DHKTD1 homolog, mitochondrial-like Protein "
TC010102,14908,15500,15433,14666,13250,13090,F-box only protein 11-like Protein 
TC008733,346,367,365,411,353,402,CAAX prenyl protease 2-like Protein 
TC010101,2465,2643,2674,3045,3005,2960,BTB/POZ domain-containing protein KCTD3-like Protein 
TC010100,8484,8326,8985,9407,9332,9129,26S protease regulatory subunit 4-like Protein 
TC010099,7003,7231,7491,7359,7047,7228,None
TC008734,6783,6497,7392,5587,11337,8975,None
TC010098,126,140,126,137,135,148,None
TC008735,145,115,119,146,164,221,None
TC010097,0,5,6,8,7,6,None
TC010096,7,5,5,10,4,6,None
TC010095,2,6,2,5,0,0,None
TC033873,14,13,11,16,19,6,None
TC008736,7,4,4,5,8,6,Retrovirus-related Pol polyprotein from transposon 297-like Protein 
TC008737,47,50,48,82,66,57,None
TC033874,25,24,13,28,25,34,None
TC033875,0,2,3,1,1,2,None
TC033876,3,2,3,9,1,12,Uncharacterized protein C15orf61 homolog-like Protein 
TC033877,66,61,62,71,54,86,None
TC034815,120,105,109,115,116,149,None
TC010090,10,3,5,4,2,7,None
TC010088,0,1,0,0,3,0,None
TC010086,3,2,2,1,0,5,None
TC008739,18,19,12,19,21,27,None
TC010084,25,24,16,13,21,24,None
TC010083,3,0,1,1,0,1,None
TC010082,0,2,1,2,1,1,None
TC010220,2,11,5,3,2,9,None
TC010219,0,1,0,0,0,1,None
TC010218,1,4,6,3,2,9,Transposable element Tc1 transposase-like Protein 
TC033879,998,1194,1016,1051,1229,1629,None
TC010214,0,2,1,2,2,3,General transcription factor II-I repeat domain-containing protein 2-like Protein 
TC008600,0,2,1,2,5,8,None
TC033880,19,20,20,13,27,23,None
TC008601,0,0,0,0,0,0,None
TC010212,534,528,452,460,416,534,Retrovirus-related Pol polyprotein from transposon 297-like Protein 
TC033881,103,117,86,103,94,115,None
TC010211,1734,1925,1859,1857,1653,1861,None
TC008602,7105,7433,7371,7586,7362,7489,Vacuolar protein sorting-associated protein 35 
TC008603,11,12,11,13,13,29,Dual specificity protein phosphatase CDC14B-like Protein 
TC010210,19414,19912,20152,22315,19458,21995,None
TC010209,2794,2974,2928,3215,3085,3573,"39S ribosomal protein L39, mitochondrial-like Protein "
TC034816,11070,11976,11647,13408,13115,14361,"Threonine--tRNA ligase, cytoplasmic-like protein "
TC010208,682,727,652,847,809,989,Sodium/potassium/calcium exchanger Nckx30C-like Protein 
TC008605,64,32,33,67,67,66,None
TC010207,1698,1630,1633,1775,1688,1783,GATA zinc finger domain-containing protein 1-like Protein 
TC008606,110,109,93,118,92,127,Amino acid transporter 
TC008607,1,1,0,2,1,2,None
TC033882,118,63,104,65,132,135,Thrombospondin-3-like Protein 
TC010206,2,0,1,1,4,2,None
TC033883,121,104,137,125,174,184,Thrombospondin-4-B-like Protein 
TC010205,21,18,14,19,21,21,None
TC008609,0,1,0,0,0,0,None
TC008610,15,6,6,6,20,16,Luciferin 4-monooxygenase-like Protein 
TC008611,0,2,0,2,1,5,Luciferin 4-monooxygenase-like Protein 
TC033884,592,676,713,711,934,1111,None
TC030222,1,2,0,4,2,2,Gustatory receptor 
TC010204,342,305,308,368,313,439,None
TC030220,8,12,5,6,6,9,Gustatory receptor 
TC030221,5,1,8,2,1,5,Gustatory receptor 132 
TC008615,798,795,772,876,858,899,Carbohydrate sulfotransferase 11-like Protein 
TC030218,0,0,0,0,0,0,Gustatory receptor 
TC030219,0,0,0,0,0,0,Gustatory receptor 
TC030271,1,2,0,1,0,0,Gustatory receptor 
TC031215,204,245,203,267,210,250,GPI ethanolamine phosphate transferase 2-like Protein 
TC033885,39,46,23,36,49,52,None
TC033886,16,11,5,8,9,11,None
TC008599,1,8,3,4,7,3,None
TC033887,113,123,86,113,102,141,None
TC033888,20,12,14,15,21,26,None
TC031216,807,946,974,1021,984,1322,Putative vitellogenin receptor-like Protein 
TC010223,10,6,6,8,8,7,None
TC010224,0,1,0,1,0,0,None
TC004043,30,39,38,14,16,16,None
TC004044,22,20,17,5,8,12,None
TC033889,644,651,622,764,627,710,None
TC004046,4,1,1,2,0,1,None
TC033891,403,470,409,425,423,441,None
TC033892,25,23,24,21,26,35,None
TC033893,2,2,1,0,1,3,None
TC004051,5,8,7,3,0,2,None
TC033894,51,34,29,40,49,54,None
TC004053,0,1,1,4,1,2,None
TC033895,873,900,926,1254,1039,1192,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial "
TC004054,41,58,32,40,37,33,None
TC033896,38,59,38,41,86,71,None
TC033897,16,10,14,16,13,18,None
TC033898,18,7,10,15,17,21,None
TC004039,3,5,0,18,11,13,None
TC004036,1,5,3,8,4,6,None
TC034817,2,2,1,2,0,4,None
TC015986,28625,28898,28173,27067,30389,31874,Lethal giant larvae 
TC015985,1163,1292,1203,1498,1321,1504,Cytoplasmic tRNA 2-thiolation protein 2 
TC015984,10,13,15,10,20,20,None
TC015988,3,6,2,4,4,3,None
TC015989,8,17,22,17,25,21,Putative nuclease HARBI1-like Protein 
TC015983,0,1,5,3,1,1,Myb/SANT-like DNA-binding domain-containing protein 3 
TC033934,2118,2149,2297,2157,2229,2191,None
TC030175,1,11,2,3,6,4,Gustatory receptor 
TC015981,5948,6141,6514,6297,5688,5674,None
TC015990,2496,2796,2525,2944,2782,3244,Golgi to ER traffic protein 4 homolog-like Protein 
TC033935,738,818,718,771,651,767,None
TC031265,785,886,872,1006,843,1042,None
TC015980,351,355,369,490,395,464,Fatty aldehyde dehydrogenase-like Protein 
TC015979,4295,4299,4384,5532,5066,4741,Aldehyde dehydrogenase 
TC015978,2731,2815,2871,3075,3102,3151,Aldehyde dehydrogenase 
TC015977,2349,2413,2343,2834,2693,2549,Transcription factor MafK-like Protein 
TC015991,0,0,0,0,0,0,Ubiquitin-like protein 4A 
TC033936,62,74,76,91,94,112,None
TC015976,6320,5997,6074,6433,7290,7631,Hepatocyte growth factor-regulated tyrosine kinase substrate-like Protein 
TC015992,2773,3030,2783,3576,3250,3063,Cytochrome P450-like protein 
TC015975,3648,3535,3568,3846,3562,3789,Protein will die slowly-like Protein 
TC015974,801,901,798,1382,1076,1333,None
TC015993,6607,6903,7022,6634,6395,6430,Serine hydroxymethyltransferase 
TC015973,1644,1759,1677,1911,1852,2088,WD repeat domain phosphoinositide-interacting protein 3-like Protein 
TC033938,116,142,146,141,133,160,None
TC015994,7,7,2,3,3,2,UPF0193 protein EVG1 homolog-like Protein 
TC015995,1,0,0,0,0,0,N-acylneuraminate cytidylyltransferase-like Protein 
TC015996,1204,1331,1308,1496,1403,1351,Sorting nexin-8-like Protein 
TC015972,160,175,168,119,160,147,TBC1 domain family member 16-like Protein 
TC033914,12,12,10,16,9,21,None
TC006953,33,26,39,46,34,43,None
TC006952,35,34,32,56,50,70,None
TC006954,0,1,2,1,3,5,None
TC033915,15,9,10,8,7,14,None
TC006951,2783,2883,2991,3556,2960,3230,None
TC006955,1,4,6,10,13,10,None
TC006950,4,9,8,7,5,6,None
TC006956,18,13,17,13,24,30,None
TC006949,23,33,20,22,17,28,None
TC033916,92,117,89,130,139,178,None
TC031262,4856,4720,4666,5008,4643,5088,None
TC002187,5,8,5,6,2,3,None
TC002186,131,77,82,77,83,73,None
TC033917,187,204,155,279,188,208,None
TC002185,601,626,650,843,858,973,None
TC002192,0,0,1,0,1,0,None
TC031263,1,0,2,0,4,0,None
TC033918,258,194,324,206,102,97,Niemann-Pick C1 protein-like Protein 
TC033919,323,249,423,357,302,253,Carboxylic ester hydrolase 
TC002193,4817,4803,4790,6492,4403,3859,Serine protease H35 
TC033920,694,771,679,847,655,655,None
TC033921,1,4,1,1,8,5,None
TC002196,17,19,16,12,24,22,None
TC033923,21,26,29,31,27,45,None
TC002198,0,0,1,0,1,1,None
TC002199,6,8,5,4,3,5,None
TC033924,219,241,182,223,187,182,None
TC002181,3,5,2,4,2,2,None
TC002200,7,8,6,7,8,4,None
TC002203,1,2,0,2,1,0,None
TC002204,6,8,7,8,2,4,None
TC002205,2,1,0,3,2,2,None
TC002180,15,17,7,142,33,22,None
TC002210,0,1,1,0,0,0,None
TC002179,2,1,1,0,2,1,None
TC033925,18,20,19,22,28,43,None
TC002178,8,9,9,9,7,8,None
TC033926,634,717,710,797,643,813,None
TC002177,2721,2665,2623,2481,2261,2298,None
TC002176,2,3,3,1,5,7,Transposable element Tc1 transposase-like Protein 
TC002214,5,5,2,8,2,2,None
TC033927,594,683,587,613,567,694,Guanylate cyclase 
TC033928,2444,2823,2522,2597,2011,2231,None
TC002215,1190,1282,1232,1286,1024,1251,Ubiquitin carboxyl-terminal hydrolase 30-like Protein 
TC002174,1708,1785,1799,2036,1660,1673,Probable methylthioribulose-1-phosphate dehydratase 
TC031264,1383,1386,1390,1634,1379,1695,Alkaline phosphatase 
TC030245,0,0,0,0,3,0,Gustatory receptor 
TC002173,110,99,91,152,152,221,None
TC002220,13,21,14,19,23,21,None
TC002221,8120,8493,8674,8939,7700,8854,Transcription initiation factor TFIID subunit 5-like Protein 
TC033929,412,344,396,303,500,517,None
TC002222,897,965,967,1074,1074,1057,Coiled-coil domain-containing protein 115-like Protein 
TC033930,23,16,33,36,37,46,None
TC002171,128,149,115,163,152,275,None
TC033931,161,196,186,162,130,157,None
TC002225,7,5,8,8,4,7,None
TC033932,22,22,33,21,46,39,None
TC002226,3,3,1,0,2,1,None
TC033493,146,122,144,148,214,277,Heat shock protein 68-like Protein 
TC030416,2,7,2,4,2,0,Odorant receptor 295 
TC005093,291,32,98,134,119,245,None
TC005095,10,2,2,8,4,3,Odorant receptor 297 
TC033494,7,7,9,7,7,7,None
TC005096,58,9,30,29,53,75,None
TC005092,1,0,2,2,3,2,None
TC005097,6,7,11,14,17,16,None
TC005091,15,12,20,18,17,9,None
TC005098,8,9,10,20,10,3,None
TC005099,9860,10913,10466,12704,12029,13276,Inosine-5'-monophosphate dehydrogenase 
TC005100,291,340,373,213,380,332,Esterase E4-like Protein 
TC005090,11,11,11,13,6,11,None
TC005089,6,13,14,15,15,17,None
TC033495,254,251,240,291,243,288,None
TC033496,281,358,348,322,284,296,None
TC033497,1474,1722,1619,1820,1477,1610,Zinc finger protein 554-like Protein 
TC005102,1845,2023,2015,1977,1695,2058,None
TC005103,11,11,13,12,11,15,None
TC005088,35098,36706,36541,33578,39142,33591,Niemann-Pick C1 protein-like Protein 
TC005087,3437,3680,3748,4054,3855,3952,None
TC005086,8086,8389,8715,9139,8798,9261,RNA-binding protein 8A 
TC005085,0,0,2,0,0,0,None
TC005104,1374,1679,1479,1388,1086,1444,None
TC033498,204,194,239,220,145,214,Putative E3 ubiquitin-protein ligase SINA-like 6 
TC005083,31,24,29,23,35,65,Actin-binding protein anillin-like Protein 
TC005082,1,3,3,2,2,2,None
TC033499,38,62,53,54,39,83,None
TC033500,2,8,9,13,14,7,E3 ubiquitin-protein ligase 
TC033501,2,4,8,4,11,2,E3 ubiquitin-protein ligase 
TC033502,3,10,8,4,17,9,E3 ubiquitin-protein ligase 
TC031266,0,3,2,0,1,1,Putative multidrug resistance-associated protein lethal(2)03659-like Protein 
TC006073,20,17,8,14,6,23,None
TC006074,0,0,0,0,1,0,None
TC006072,0,0,0,0,0,0,None
TC006075,0,0,0,1,0,0,None
TC006071,0,0,1,0,4,0,None
TC006070,0,0,3,1,1,4,None
TC006076,0,0,1,1,0,0,None
TC006077,2,2,5,12,4,7,Transposase 
TC033939,0,0,0,2,1,0,None
TC033940,29,34,18,30,23,54,None
TC006078,6,10,15,8,2,11,None
TC033941,2570,3013,3015,3281,2200,2936,Putative nuclease HARBI1-like Protein 
TC006079,18,32,15,17,20,29,None
TC033942,7,12,14,6,5,7,None
TC006080,0,1,0,0,0,0,None
TC031267,24676,27033,29920,32391,32886,37885,None
TC006081,8,14,4,10,3,17,None
TC006065,1284,1439,1437,1608,1528,1640,Dyslexia-associated protein KIAA0319-like protein 
TC033943,1031,1034,1110,1102,1108,1002,None
TC006083,1,1,0,1,4,1,None
TC006064,0,1,1,1,0,1,None
TC033944,239,284,303,353,251,244,None
TC006063,14643,14729,14496,12481,11965,12449,None
TC006062,2,3,0,2,1,6,TWiK family of potassium channels protein 7-like Protein 
TC006087,0,0,0,0,0,0,None
TC006088,4,4,5,0,4,6,None
TC033945,0,0,0,1,0,0,None
TC006089,0,0,0,0,0,0,None
TC033946,0,0,0,0,0,0,None
TC033947,0,0,0,0,0,0,None
TC006091,0,0,1,0,0,1,None
TC033948,0,0,1,0,0,0,None
TC033949,0,0,0,0,0,0,None
TC006061,5,19,17,13,13,14,None
TC006093,242,184,177,169,230,193,None
TC006060,0,0,1,0,2,0,None
TC006094,6688,6879,6975,6658,6612,6885,Peregrin-like Protein 
TC031268,44,38,44,56,50,50,None
TC006059,0,0,1,1,1,6,None
TC006058,7,9,5,6,15,15,None
TC006095,14,11,15,10,22,20,Sodium channel protein Nach-like Protein 
TC006057,16,8,5,8,11,10,Luciferin 4-monooxygenase-like Protein 
TC006056,1048,1166,1098,1330,1181,1481,None
TC006096,747,818,878,1107,1551,1707,Fatty acyl-CoA reductase 
TC006055,10690,11172,11357,11035,10824,10958,TAR DNA-binding protein 43-like Protein 
TC033950,96,104,104,110,149,136,Ceramide synthase 5-like Protein 
TC006052,5328,5611,5775,5589,5684,5691,Ceramide synthase 6-like Protein 
TC006097,99,91,88,118,112,101,Ankyrin repeat and KH domain-containing protein mask-like Protein 
TC006051,10845,11553,10997,11033,11294,11267,GTPase-activating protein CdGAPr-like Protein 
TC033951,14,20,20,7,8,18,Peritrophic matrix protein 9 
TC033952,10,21,8,16,12,21,Peritrophic matrix protein 14 
TC006099,1319,1378,1422,1221,1048,793,D-arabinitol dehydrogenase 1-like Protein 
TC006100,7242,6991,7056,8262,7813,5877,D-arabinitol dehydrogenase 1-like Protein 
TC006101,28,15,26,26,28,22,D-arabinitol dehydrogenase 1-like Protein 
TC006050,94,121,121,135,91,112,None
TC006102,1981,2059,2092,2140,2101,2298,Vacuolar protein sorting-associated protein 33A-like Protein 
ENSRNA022721711,0,0,0,0,0,0,U4 spliceosomal RNA
TC006049,1999,2140,1999,2262,2464,2374,Required for meiotic nuclear division protein 1 homolog-like Protein 
TC006103,3343,3203,3392,3515,3271,3588,"Ribosomal protein 63, mitochondrial-like Protein "
TC006048,4282,4591,4719,4958,5265,4998,Apoptosis-inducing factor 3-like Protein 
TC006047,6136,6190,6339,6504,6388,6566,Protein retinal degeneration B-like Protein 
TC033953,16835,17887,17688,15922,16368,15930,None
TC006044,3126,3102,2955,3006,2911,3352,Flap endonuclease GEN-like Protein 
TC006104,10089,9981,10693,10733,10359,11034,Histone deacetylase 
TC006105,601,657,678,660,615,679,Zinc finger CCHC-type and RNA-binding motif-containing protein 1-like Protein 
TC006106,46386,46133,50372,54225,54263,54412,Ribosomal protein L32 
TC006107,190573,191950,199353,165585,170267,173480,None
TC006108,16952,18055,16890,18184,17367,18682,Oxysterol-binding protein 1-like Protein 
TC006109,32869,31658,33016,32706,29346,31532,14-3-3 protein epsilon-like Protein 
TC031269,8498,8453,8569,7135,7430,7883,Histone-lysine N-methyltransferase eggless-like Protein 
TC006110,12,12,16,9,18,17,Munster 
TC006111,31,40,31,30,23,30,Histone-lysine N-methyltransferase eggless-like Protein 
TC006041,2838,2911,2927,3096,2775,2986,Acidic fibroblast growth factor intracellular-binding protein-like Protein 
TC006040,4247,4880,5077,5036,4758,4702,None
TC006039,466,493,454,499,473,542,N-acetylglucosamine-1-phosphotransferase subunits alpha/beta-like Protein 
TC006038,2799,3139,3108,3505,3214,3411,RNA helicase 
TC006037,2139,2139,2244,2400,2533,2683,Protein phosphatase inhibitor 2-like Protein 
TC006112,10584,11262,10369,11469,10093,10749,None
TC006113,424,502,449,570,403,458,Arrestin domain-containing protein 3-like Protein 
TC034818,9005,9066,9280,11499,10991,11653,Ras-related protein Rab-7a 
TC006114,1254,1304,1254,1530,1430,1583,Protein cereblon homolog-like Protein 
TC034819,5207,5452,5626,4889,5441,4507,None
TC033954,884,725,736,929,865,1040,None
TC033955,1059,1160,1089,1168,1055,1208,"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial-like Protein "
TC006034,2869,2562,2862,3274,3027,2660,Serine protease P69 
TC033956,656,707,709,844,719,806,"39S ribosomal protein L34, mitochondrial-like Protein "
TC006033,8519,8252,9122,8447,10063,7505,Serine protease P68 
TC006116,5269,5727,5739,6013,4989,5214,Windbeutel 
TC006117,4601,4504,4840,4975,4618,4849,Ran-specific GTPase-activating protein-like Protein 
TC033957,24260,25412,25285,24157,26339,24995,Ephrin type-A receptor 4-B-like Protein 
TC033958,1845,2106,2073,2007,1816,1850,RILP-like protein homolog 
TC006118,702,753,769,807,708,861,Uncharacterized protein C17orf53-like Protein 
TC006119,18,9,13,8,10,13,Leucine-rich repeat-containing protein 51-like Protein 
TC006120,224,170,242,145,256,136,Fatty acyl-CoA reductase 
TC033959,20,21,16,23,10,23,Fatty acyl-CoA reductase 
TC006123,0,0,0,1,0,1,None
TC006124,1879,1642,1687,2519,2406,2424,Fatty acyl-CoA reductase 
TC033960,1121,1174,1035,1258,1087,1113,Krueppel-like factor 5 
TC006127,3096,2919,3112,3153,3066,3533,Suppressor of G2 allele of SKP1 homolog-like Protein 
TC006128,9587,9771,9884,10520,10698,10162,Putative inorganic phosphate cotransporter-like Protein 
TC006029,5639,6323,5880,5463,5338,6175,Protein diaphanous-like Protein 
TC006129,238,156,182,226,278,325,Transmembrane protein 145-like Protein 
TC006028,1397,1310,1451,1514,1281,1423,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4-like Protein 
TC006130,644,672,668,684,601,639,Sodium/bile acid cotransporter 7-like Protein 
TC006027,58,77,65,128,69,77,None
TC006026,68,111,93,89,70,75,Serine protease P67 
TC006025,2977,2678,3071,2975,2845,2684,CUE domain-containing protein 2-like Protein 
TC006131,3,10,12,7,7,11,Odorant binding protein 21 
TC006024,8622,8844,8894,8977,7779,8501,"Proline dehydrogenase 1, mitochondrial-like Protein "
TC006023,612,548,607,690,598,550,None
TC031270,21771,23076,22880,19278,20603,20350,None
TC006132,135,120,131,129,158,137,None
TC006020,413,426,378,409,452,485,Meckel syndrome type 1 protein-like Protein 
TC006133,9625,9318,9792,10298,10363,10677,Rhomboid-like protein 
TC006019,20606,19865,20579,18332,19630,19074,Elongation factor 2-like Protein 
TC006018,1,0,1,1,0,5,Voltage-dependent calcium channel gamma-5 subunit-like Protein 
TC006017,0,0,0,0,0,0,Leucine-rich repeat-containing protein 7-like Protein 
TC006134,0,0,0,0,0,0,None
TC006016,0,0,1,0,0,0,None
TC006015,2,4,3,3,2,0,Zinc finger BED domain-containing protein 5-like Protein 
TC006014,128,185,120,96,85,117,Putative RNA-directed DNA polymerase from transposon BS-like Protein 
TC006136,1,0,0,0,0,1,None
TC033961,9,8,9,17,16,30,None
TC006137,20,24,13,29,24,29,Transposable element Tc3 transposase-like Protein 
TC033962,0,1,1,2,0,2,None
TC006012,1,2,2,0,0,2,None
TC006011,3,3,2,5,1,2,None
TC006138,1790,1820,1879,2350,2490,2727,None
TC006009,44151,47134,46918,47241,49292,45988,Eukaryotic translation initiation factor 3 subunit B 
TC006008,42685,39009,42924,47756,44335,39295,None
TC006139,458,470,441,647,538,488,None
TC033963,384,365,369,356,521,839,None
TC006007,0,0,0,0,0,0,None
TC006140,0,0,0,0,0,0,None
TC006005,2,0,0,0,1,0,None
TC006142,0,0,2,0,0,0,None
TC006003,1,1,1,0,0,0,None
TC031271,2,1,2,1,1,0,None
TC006144,0,0,0,1,0,0,None
TC006145,42,38,38,46,27,33,None
TC006002,0,0,3,1,2,0,None
TC006146,5,9,6,0,13,11,Potassium voltage-gated channel protein eag-like Protein 
TC033964,0,1,5,2,5,3,None
TC033965,0,2,3,0,3,4,None
TC033966,4,6,3,3,6,12,None
